Root Chord (in),Tip Chord (in),Height/Span (in),Sweep Length (in),Angle (deg),Base stability (%),Max stability (%),Time of max stability,CNAlpha @ Max Mach,Min damping ratio,Max damping ratio,Altitude (ft)
13.9,5.0,3.0,7.815267194081402,69.0,7.950496365479711,24.614494909819644,45.41905,13.618430596224616,0.024,0.306,105437.8
